5.001E-03 -3.481E-03;-5.749E-04 -9.683E-03;-7.124E-03 -3.604E-04;-1.272E-03 9.438E-03;5.853E-03 3.321E-03;4.450E-04 -5.947E-03;-5.693E-03 -4.463E-03;-7.697E-04 -1.909E-03;3.216E-03 -3.546E-03;-9.418E-04 2.013E-03;-3.761E-04 1.143E-02;5.739E-03 6.821E-03;9.211E-04 -6.903E-03;-1.150E-02 -7.873E-03;-9.953E-03 3.004E-03;4.382E-03 6.976E-03;9.941E-03 1.802E-03;3.100E-03 -9.884E-04;-2.382E-03 3.133E-04;-3.415E-03 4.863E-04;-4.793E-03 3.688E-04;-2.643E-03 1.654E-03;5.631E-03 2.914E-04;9.984E-03 -5.514E-03;3.771E-03 -8.951E-03;-3.388E-03 -3.475E-03;-1.187E-03 5.683E-03;6.054E-03 6.526E-03;8.405E-03 -2.551E-03;3.839E-03 -9.629E-03;-2.848E-03 -6.468E-03;-6.437E-03 1.557E-03;-4.397E-03 6.070E-03;8.960E-04 5.292E-03;4.335E-03 9.047E-04;4.334E-03 -4.688E-03;1.992E-03 -7.007E-03;-2.742E-03 -2.518E-03;-5.935E-03 5.867E-03;-5.752E-04 9.442E-03;7.972E-03 3.270E-03;5.469E-03 -4.732E-03;-4.675E-03 -2.960E-03;-5.532E-03 4.151E-03;6.800E-04 2.409E-03;-3.391E-04 -5.598E-03;-2.373E-03 -5.631E-03;5.405E-03 -1.243E-04;8.744E-03 3.270E-05;-2.955E-03 7.395E-04;-9.773E-03 7.630E-03;-7.750E-04 6.184E-03;3.498E-03 -7.826E-03;-4.355E-03 -1.146E-02;-4.714E-03 3.427E-03;3.708E-03 1.320E-02;1.357E-03 7.181E-03;-8.923E-03 2.465E-03;-9.175E-03 5.253E-03;-3.543E-03 4.087E-03;-4.576E-03 3.159E-04;-6.106E-03 3.427E-03;-8.826E-04 6.382E-03;3.002E-03 -5.184E-04
1.893E-03 1.356E-03;-7.582E-03 -1.250E-03;-8.433E-03 -3.826E-03;-4.941E-03 -4.685E-03;-1.292E-03 -7.897E-04;3.797E-03 2.525E-03;8.520E-03 -9.630E-04;5.752E-03 -6.870E-03;-2.993E-03 -5.308E-03;-4.937E-03 3.126E-03;1.714E-03 6.611E-03;2.589E-03 1.793E-03;-4.765E-03 -2.629E-04;-5.513E-03 4.412E-03;1.658E-03 5.006E-03;2.473E-03 -1.954E-03;-2.254E-03 -6.513E-03;5.714E-05 -6.380E-03;6.349E-03 -8.458E-03;6.980E-03 -9.943E-03;7.101E-03 -3.736E-03;1.285E-02 2.711E-03;1.659E-02 -2.439E-03;1.227E-02 -1.381E-02;5.247E-03 -1.586E-02;1.249E-03 -4.925E-03;1.021E-03 7.802E-03;2.121E-03 1.110E-02;1.472E-04 4.406E-03;-3.490E-03 -5.537E-03;-9.273E-04 -1.240E-02;6.475E-03 -1.098E-02;7.973E-03 1.842E-03;2.538E-03 1.917E-02;-3.288E-03 2.720E-02;-1.019E-02 2.331E-02;-1.736E-02 1.789E-02;-1.661E-02 1.672E-02;-1.078E-02 1.792E-02;-1.197E-02 2.046E-02;-1.761E-02 1.963E-02;-1.726E-02 8.567E-03;-1.236E-02 -4.775E-03;-4.703E-03 -5.685E-03;8.335E-03 1.672E-03;1.429E-02 5.283E-03;4.763E-04 8.773E-03;-1.509E-02 1.342E-02;-1.204E-02 4.747E-03;-3.646E-03 -1.565E-02;-3.372E-03 -2.431E-02;2.124E-03 -1.906E-02;1.468E-02 -2.081E-02;1.529E-02 -2.966E-02;8.289E-03 -2.891E-02;1.354E-02 -2.115E-02;2.070E-02 -1.603E-02;1.080E-02 -6.903E-03;-2.333E-03 6.870E-03;-2.044E-03 9.241E-03;5.227E-04 -1.799E-03;-2.080E-03 -9.596E-03;-4.044E-04 -7.926E-03;2.286E-03 -1.862E-03
-1.394E-03 6.809E-03;-9.629E-03 1.335E-03;-7.846E-03 -8.961E-03;-7.843E-04 -1.179E-02;9.633E-03 -5.577E-03;1.653E-02 -3.407E-03;1.297E-02 -7.234E-03;4.324E-03 -8.794E-03;8.458E-05 -6.878E-03;1.727E-03 -3.142E-03;4.758E-03 2.623E-03;3.422E-03 5.978E-03;-3.627E-03 3.765E-03;-8.519E-03 5.481E-04;-4.998E-03 -2.106E-03;6.311E-04 -6.727E-03;1.994E-03 -8.478E-03;2.786E-03 -3.399E-03;4.020E-03 4.184E-04;1.061E-03 -9.380E-04;-1.803E-03 1.340E-03;3.311E-03 7.228E-03;1.005E-02 4.495E-03;7.236E-03 -5.316E-03;-1.397E-03 -6.982E-03;-4.537E-03 7.032E-04;-9.149E-04 4.964E-03;2.572E-03 2.835E-03;2.747E-03 1.063E-03;2.857E-03 -4.274E-04;5.327E-03 -4.848E-03;6.430E-03 -6.089E-03;3.138E-03 2.945E-03;7.095E-05 1.555E-02;-2.593E-04 1.946E-02;-3.908E-03 1.501E-02;-1.065E-02 1.151E-02;-1.073E-02 1.132E-02;-5.769E-03 1.125E-02;-7.600E-03 1.198E-02;-1.380E-02 1.245E-02;-1.325E-02 7.033E-03;-7.822E-03 -1.429E-03;-2.360E-03 -2.731E-03;5.784E-03 2.315E-03;9.696E-03 5.583E-03;-1.204E-03 8.220E-03;-1.432E-02 1.058E-02;-1.244E-02 2.770E-03;-5.169E-03 -1.319E-02;-3.756E-03 -1.958E-02;2.355E-03 -1.582E-02;1.358E-02 -1.878E-02;1.311E-02 -2.716E-02;6.443E-03 -2.644E-02;1.193E-02 -1.955E-02;1.849E-02 -1.447E-02;8.961E-03 -4.543E-03;-1.966E-03 8.728E-03;-5.455E-04 8.393E-03;-2.445E-05 -4.813E-03;-4.381E-03 -1.157E-02;-1.125E-03 -7.742E-03;3.177E-03 -1.309E-03
-5.745E-03 8.836E-03;-1.120E-02 3.254E-03;-4.947E-03 -1.142E-02;5.187E-03 -1.596E-02;1.800E-02 -8.236E-03;2.295E-02 -5.915E-03;1.180E-02 -9.015E-03;-5.021E-04 -7.802E-03;4.667E-04 -7.184E-03;6.676E-03 -8.270E-03;8.150E-03 -1.164E-03;5.155E-03 8.487E-03;-2.717E-03 6.392E-03;-1.170E-02 -2.335E-03;-1.043E-02 -7.037E-03;2.403E-04 -9.917E-03;6.598E-03 -9.230E-03;5.381E-03 7.398E-04;1.731E-03 9.359E-03;-5.050E-03 6.633E-03;-1.080E-02 4.468E-03;-5.088E-03 9.616E-03;5.343E-03 8.810E-03;3.055E-03 1.304E-03;-7.576E-03 2.172E-03;-8.536E-03 7.094E-03;-7.785E-04 1.028E-03;3.335E-03 -6.936E-03;4.868E-03 -1.573E-03;9.284E-03 6.544E-03;1.050E-02 3.639E-03;3.532E-03 -6.050E-04;-3.011E-03 4.244E-03;-6.070E-04 9.459E-03;4.733E-03 7.236E-03;2.803E-03 4.271E-03;-3.428E-03 5.633E-03;-3.675E-03 6.053E-03;1.846E-04 2.536E-03;-2.069E-03 4.194E-04;-8.071E-03 3.040E-03;-7.423E-03 5.754E-03;-2.416E-03 4.338E-03;-1.038E-03 1.746E-03;-4.456E-04 1.931E-03;1.465E-03 3.756E-03;-2.552E-03 4.832E-03;-1.088E-02 4.270E-03;-1.196E-02 6.328E-04;-6.376E-03 -5.370E-03;-2.505E-03 -9.440E-03;1.491E-03 -1.102E-02;6.801E-03 -1.386E-02;6.447E-03 -1.681E-02;3.759E-03 -1.620E-02;8.077E-03 -1.379E-02;1.178E-02 -1.005E-02;5.496E-03 -1.239E-03;-3.630E-04 7.217E-03;1.046E-03 4.339E-03;-2.927E-04 -5.326E-03;-3.729E-03 -8.556E-03;6.067E-04 -5.600E-03;3.740E-03 -1.260E-03
-9.573E-03 7.156E-03;-1.105E-02 4.636E-03;1.358E-05 -1.015E-02;1.113E-02 -1.614E-02;2.107E-02 -8.386E-03;2.155E-02 -4.922E-03;6.232E-03 -6.749E-03;-6.702E-03 -4.856E-03;-1.567E-03 -6.013E-03;9.071E-03 -1.048E-02;1.130E-02 -3.980E-03;7.040E-03 8.081E-03;-2.534E-03 6.901E-03;-1.376E-02 -3.147E-03;-1.273E-02 -8.473E-03;1.149E-03 -1.076E-02;9.912E-03 -8.352E-03;7.189E-03 5.015E-03;2.404E-04 1.563E-02;-9.786E-03 1.048E-02;-1.748E-02 4.881E-03;-1.002E-02 9.147E-03;3.514E-03 8.952E-03;5.579E-04 4.078E-03;-1.147E-02 9.277E-03;-9.221E-03 1.257E-02;1.485E-03 -3.031E-03;3.841E-03 -1.542E-02;5.563E-03 -2.619E-03;1.379E-02 1.307E-02;1.288E-02 9.974E-03;-1.529E-03 3.655E-03;-8.231E-03 5.552E-03;1.425E-03 2.632E-03;1.021E-02 -5.987E-03;7.231E-03 -5.216E-03;1.745E-03 2.643E-03;2.532E-03 2.360E-03;5.239E-03 -6.023E-03;2.921E-03 -1.029E-02;-1.640E-03 -4.746E-03;-1.176E-03 5.618E-03;1.573E-03 1.067E-02;-2.035E-03 6.152E-03;-8.270E-03 2.640E-04;-6.771E-03 -4.985E-05;-2.159E-03 -4.553E-05;-5.369E-03 -2.310E-03;-1.079E-02 1.590E-04;-7.571E-03 5.384E-03;-9.342E-04 1.952E-03;-3.212E-04 -7.212E-03;-2.451E-03 -8.090E-03;-1.224E-03 -1.959E-03;1.705E-03 -1.522E-03;2.913E-03 -6.062E-03;2.109E-03 -4.922E-03;1.277E-03 1.133E-03;2.456E-03 2.510E-03;3.140E-03 -1.253E-03;1.895E-04 -2.740E-03;-1.058E-03 -1.491E-03;3.129E-03 -2.401E-03;3.395E-03 -2.199E-03
-1.102E-02 2.590E-03;-8.334E-03 5.638E-03;5.780E-03 -5.094E-03;1.491E-02 -1.229E-02;1.784E-02 -6.668E-03;1.356E-02 -2.109E-03;-8.319E-04 -2.610E-03;-1.149E-02 -1.421E-03;-4.715E-03 -3.223E-03;8.789E-03 -8.709E-03;1.328E-02 -5.464E-03;7.995E-03 4.232E-03;-3.107E-03 4.992E-03;-1.337E-02 -1.708E-03;-1.090E-02 -6.179E-03;2.654E-03 -8.873E-03;1.058E-02 -5.787E-03;7.591E-03 8.120E-03;-2.079E-04 1.726E-02;-1.190E-02 9.855E-03;-1.991E-02 2.969E-03;-1.059E-02 6.152E-03;3.928E-03 5.161E-03;-3.277E-04 2.819E-03;-1.200E-02 1.273E-02;-6.342E-03 1.564E-02;5.067E-03 -5.912E-03;3.861E-03 -2.010E-02;4.478E-03 -2.180E-03;1.465E-02 1.676E-02;1.158E-02 1.241E-02;-6.821E-03 5.919E-03;-1.046E-02 6.641E-03;5.530E-03 -3.155E-03;1.407E-02 -1.650E-02;7.783E-03 -1.078E-02;3.510E-03 3.064E-03;6.424E-03 8.451E-04;8.236E-03 -1.195E-02;6.322E-03 -1.656E-02;4.061E-03 -8.369E-03;3.666E-03 6.438E-03;2.481E-03 1.541E-02;-5.224E-03 9.066E-03;-1.476E-02 -2.401E-03;-1.182E-02 -4.833E-03;2.187E-04 -4.450E-03;7.786E-04 -6.290E-03;-9.236E-03 1.828E-03;-8.846E-03 1.533E-02;-3.430E-05 1.044E-02;-2.198E-03 -5.986E-03;-1.032E-02 -3.419E-03;-6.798E-03 1.290E-02;9.917E-04 1.325E-02;-2.291E-03 1.092E-03;-8.018E-03 -1.290E-03;-2.643E-03 1.260E-03;6.060E-03 -3.946E-03;5.887E-03 -6.309E-03;1.359E-03 2.354E-03;1.917E-03 7.474E-03;4.791E-03 7.762E-04;2.120E-03 -4.302E-03
-8.746E-03 -3.316E-03;-3.237E-03 6.248E-03;1.043E-02 2.640E-03;1.497E-02 -5.446E-03;9.445E-03 -4.473E-03;2.305E-03 -5.438E-05;-6.022E-03 6.537E-04;-1.238E-02 1.202E-03;-7.287E-03 1.057E-03;6.214E-03 -3.090E-03;1.306E-02 -5.644E-03;7.171E-03 -2.573E-03;-3.929E-03 8.542E-04;-9.714E-03 1.243E-03;-5.254E-03 -9.192E-04;3.812E-03 -4.396E-03;8.009E-03 -1.970E-03;6.160E-03 8.906E-03;1.563E-04 1.378E-02;-1.074E-02 5.652E-03;-1.729E-02 -6.421E-06;-7.658E-03 1.969E-03;4.748E-03 -5.767E-04;-2.531E-04 -1.078E-03;-9.116E-03 1.184E-02;-1.052E-03 1.545E-02;8.691E-03 -6.399E-03;3.662E-03 -1.965E-02;1.862E-03 -1.211E-03;1.099E-02 1.622E-02;7.087E-03 1.110E-02;-9.869E-03 6.329E-03;-8.822E-03 7.093E-03;9.648E-03 -6.527E-03;1.469E-02 -2.155E-02;4.724E-03 -1.175E-02;1.995E-03 5.447E-03;7.436E-03 1.416E-03;9.081E-03 -1.326E-02;7.863E-03 -1.661E-02;7.539E-03 -7.474E-03;5.535E-03 7.236E-03;1.905E-04 1.689E-02;-9.081E-03 9.635E-03;-1.749E-02 -5.174E-03;-1.218E-02 -8.892E-03;3.590E-03 -6.688E-03;5.730E-03 -6.474E-03;-7.531E-03 4.586E-03;-9.772E-03 2.095E-02;3.205E-05 1.354E-02;-3.074E-03 -7.288E-03;-1.402E-02 -9.113E-04;-8.759E-03 2.357E-02;1.447E-03 2.396E-02;-6.180E-03 5.556E-03;-1.578E-02 -4.690E-04;-5.293E-03 -9.153E-04;9.587E-03 -9.948E-03;8.813E-03 -9.199E-03;2.596E-03 8.311E-03;3.613E-03 1.565E-02;4.821E-03 3.027E-03;4.416E-04 -7.216E-03
-2.670E-03 -8.850E-03;2.933E-03 6.232E-03;1.208E-02 1.107E-02;1.096E-02 2.522E-03;-1.262E-03 -3.281E-03;-8.028E-03 -9.117E-04;-6.855E-03 1.022E-03;-8.257E-03 2.328E-03;-7.973E-03 6.221E-03;2.018E-03 4.996E-03;1.004E-02 -4.779E-03;4.445E-03 -1.082E-02;-4.184E-03 -4.794E-03;-3.071E-03 4.413E-03;2.617E-03 5.847E-03;3.847E-03 1.928E-03;2.582E-03 2.196E-03;2.889E-03 6.866E-03;8.720E-04 6.380E-03;-6.421E-03 -7.839E-05;-1.033E-02 -2.483E-03;-3.328E-03 -1.504E-03;3.998E-03 -5.363E-03;2.208E-05 -5.455E-03;-3.891E-03 6.933E-03;4.543E-03 1.204E-02;1.115E-02 -3.856E-03;3.829E-03 -1.436E-02;-1.607E-03 -9.424E-04;3.240E-03 1.167E-02;1.116E-03 7.751E-03;-8.759E-03 5.463E-03;-4.196E-03 6.407E-03;1.122E-02 -6.786E-03;1.173E-02 -2.017E-02;1.320E-05 -9.607E-03;-1.528E-03 7.247E-03;5.950E-03 3.592E-03;8.627E-03 -9.218E-03;7.803E-03 -1.111E-02;7.575E-03 -3.741E-03;3.875E-03 6.904E-03;-3.687E-03 1.445E-02;-1.148E-02 7.788E-03;-1.560E-02 -6.749E-03;-8.501E-03 -1.041E-02;6.262E-03 -6.184E-03;7.893E-03 -3.850E-03;-5.740E-03 6.521E-03;-9.366E-03 2.049E-02;-9.994E-05 1.130E-02;-2.442E-03 -9.496E-03;-1.295E-02 -4.586E-04;-7.503E-03 2.738E-02;2.309E-03 2.780E-02;-7.624E-03 6.341E-03;-1.885E-02 -2.240E-03;-6.055E-03 -4.148E-03;1.185E-02 -1.341E-02;1.080E-02 -9.332E-03;3.084E-03 1.301E-02;3.433E-03 2.066E-02;3.660E-03 3.881E-03;-8.850E-04 -9.997E-03
5.723E-03 -1.263E-02;8.108E-03 5.221E-03;9.662E-03 1.780E-02;3.950E-03 9.479E-03;-1.072E-02 -3.865E-03;-1.398E-02 -5.235E-03;-2.764E-03 -1.910E-03;3.910E-05 1.970E-03;-6.403E-03 1.112E-02;-2.949E-03 1.327E-02;4.539E-03 -3.162E-03;5.912E-04 -1.829E-02;-3.202E-03 -1.076E-02;5.061E-03 6.500E-03;1.030E-02 1.235E-02;2.493E-03 8.766E-03;-4.322E-03 5.593E-03;-1.636E-03 2.426E-03;1.526E-03 -2.504E-03;8.126E-05 -5.024E-03;-1.134E-03 -3.226E-03;2.189E-05 -2.544E-03;6.775E-04 -6.673E-03;1.606E-05 -8.381E-03;1.861E-03 -7.537E-04;8.197E-03 6.425E-03;1.171E-02 1.390E-03;4.853E-03 -6.044E-03;-5.055E-03 -2.142E-03;-6.772E-03 4.874E-03;-4.004E-03 4.551E-03;-3.165E-03 3.857E-03;1.133E-03 4.304E-03;8.503E-03 -4.024E-03;6.446E-03 -1.348E-02;-3.679E-03 -7.061E-03;-5.344E-03 6.199E-03;3.039E-03 6.729E-03;8.092E-03 -8.769E-04;6.538E-03 -2.939E-03;3.705E-03 1.554E-04;-4.557E-04 4.848E-03;-6.525E-03 8.632E-03;-1.084E-02 4.198E-03;-1.024E-02 -5.865E-03;-2.972E-03 -8.234E-03;6.678E-03 -3.821E-03;6.496E-03 -9.730E-04;-3.700E-03 5.985E-03;-6.488E-03 1.460E-02;4.831E-04 5.984E-03;-7.902E-04 -1.024E-02;-8.727E-03 -9.984E-04;-4.761E-03 2.375E-02;2.730E-03 2.394E-02;-6.056E-03 3.894E-03;-1.610E-02 -4.925E-03;-4.850E-03 -6.503E-03;1.161E-02 -1.322E-02;1.049E-02 -7.255E-03;2.346E-03 1.463E-02;2.067E-03 2.111E-02;2.603E-03 3.427E-03;-1.301E-03 -1.131E-02
1.370E-02 -1.394E-02;1.025E-02 2.898E-03;3.474E-03 2.068E-02;-3.958E-03 1.369E-02;-1.594E-02 -5.754E-03;-1.398E-02 -1.150E-02;4.613E-03 -6.811E-03;9.813E-03 6.080E-04;-3.275E-03 1.427E-02;-7.683E-03 1.924E-02;-2.116E-03 -9.745E-04;-2.990E-03 -2.257E-02;-8.808E-04 -1.553E-02;1.230E-02 6.680E-03;1.536E-02 1.691E-02;1.420E-04 1.442E-02;-1.066E-02 7.268E-03;-6.217E-03 -3.101E-03;1.916E-03 -1.006E-02;7.049E-03 -7.520E-03;7.528E-03 -1.813E-03;9.098E-04 -3.684E-04;-4.588E-03 -3.539E-03;-3.132E-04 -8.889E-03;6.182E-03 -9.250E-03;8.397E-03 2.145E-04;1.024E-02 7.973E-03;6.720E-03 2.677E-03;-7.599E-03 -4.619E-03;-1.621E-02 -1.660E-03;-6.344E-03 3.021E-03;5.233E-03 1.799E-03;4.477E-03 1.050E-03;1.541E-03 9.023E-04;1.105E-03 -4.181E-03;-4.286E-03 -6.566E-03;-8.033E-03 1.537E-03;-3.348E-05 1.007E-02;8.297E-03 9.109E-03;4.351E-03 4.198E-03;-3.340E-03 1.915E-03;-5.407E-03 1.306E-03;-6.008E-03 9.579E-04;-7.018E-03 3.853E-05;-3.944E-03 -1.925E-03;1.785E-03 -2.576E-03;4.191E-03 -1.519E-03;1.916E-03 -5.556E-04;-1.165E-03 2.559E-03;-5.459E-04 6.052E-03;2.287E-03 8.471E-04;5.678E-04 -7.625E-03;-4.156E-03 -1.177E-03;-2.503E-03 1.417E-02;2.232E-03 1.372E-02;-1.713E-03 -1.180E-04;-8.026E-03 -6.182E-03;-2.185E-03 -6.319E-03;8.091E-03 -9.629E-03;7.011E-03 -4.268E-03;6.119E-04 1.239E-02;1.073E-03 1.697E-02;2.982E-03 2.247E-03;-7.353E-04 -9.919E-03
1.819E-02 -1.277E-02;8.230E-03 -7.939E-04;-4.841E-03 1.844E-02;-1.041E-02 1.440E-02;-1.554E-02 -7.245E-03;-8.787E-03 -1.659E-02;1.201E-02 -1.128E-02;1.737E-02 -1.164E-03;8.306E-06 1.428E-02;-1.107E-02 2.100E-02;-7.839E-03 1.729E-03;-4.852E-03 -2.183E-02;2.139E-03 -1.762E-02;1.615E-02 4.844E-03;1.614E-02 1.824E-02;-2.278E-03 1.725E-02;-1.425E-02 6.805E-03;-9.297E-03 -7.921E-03;2.043E-03 -1.411E-02;1.241E-02 -7.115E-03;1.316E-02 1.207E-03;-5.099E-04 4.384E-03;-9.683E-03 2.908E-03;-6.449E-04 -7.167E-03;7.658E-03 -1.623E-02;4.910E-03 -4.865E-03;7.044E-03 1.383E-02;8.743E-03 9.357E-03;-8.459E-03 -7.228E-03;-2.206E-02 -5.816E-03;-5.283E-03 3.259E-03;1.321E-02 -5.420E-04;4.045E-03 -2.433E-03;-7.584E-03 6.577E-03;-2.109E-03 4.524E-03;-1.367E-03 -8.930E-03;-8.939E-03 -5.540E-03;-2.366E-03 1.268E-02;9.098E-03 1.731E-02;1.417E-03 7.397E-03;-1.155E-02 6.479E-04;-8.595E-03 -2.790E-03;-1.427E-03 -6.592E-03;-1.427E-03 -3.420E-03;6.047E-04 4.493E-03;3.957E-03 4.892E-03;-5.557E-04 -1.208E-03;-4.374E-03 -3.952E-03;1.912E-03 -2.679E-03;7.821E-03 -1.642E-03;4.977E-03 -1.434E-03;2.676E-04 -1.273E-03;-1.667E-03 -1.271E-04;-1.890E-03 1.574E-03;8.968E-04 2.374E-04;4.312E-03 -3.513E-03;3.286E-03 -4.181E-03;1.012E-03 -3.056E-03;1.469E-03 -4.149E-03;6.218E-04 -1.772E-03;-1.236E-03 6.796E-03;1.908E-03 9.564E-03;5.318E-03 1.178E-03;3.957E-04 -5.281E-03
