1.205E-03 -3.854E-03;3.106E-03 -2.548E-04;3.735E-03 2.683E-03;1.506E-03 2.147E-03;-2.555E-03 7.122E-05;-4.168E-03 -6.603E-04;-1.455E-03 -7.536E-04;1.430E-03 -1.878E-03;1.279E-04 -2.241E-03;-2.984E-03 6.714E-04;-2.373E-03 4.790E-03;2.004E-03 5.815E-03;4.972E-03 3.905E-03;4.198E-03 3.097E-03;2.527E-03 4.409E-03;2.122E-03 4.491E-03;1.576E-03 1.604E-03;1.667E-05 -1.618E-03;-5.592E-04 -2.467E-03;1.020E-03 -1.394E-03;2.568E-03 1.984E-04;1.757E-03 1.954E-03;-6.030E-04 3.103E-03;-2.067E-03 2.083E-03;-1.502E-03 -8.388E-04;4.895E-04 -2.903E-03;2.424E-03 -2.156E-03;2.625E-03 2.472E-04;6.199E-04 1.738E-03;-1.901E-03 7.651E-04;-2.931E-03 -2.636E-03;-2.685E-03 -6.804E-03;-2.628E-03 -8.801E-03;-2.700E-03 -6.754E-03;-1.828E-03 -2.207E-03;-6.854E-04 1.386E-03;-1.176E-03 2.416E-03;-3.106E-03 1.854E-03;-3.992E-03 8.301E-04;-2.558E-03 -3.117E-04;-1.544E-04 -8.512E-04;1.659E-03 5.724E-06;2.747E-03 1.476E-03;3.192E-03 1.855E-03;2.586E-03 8.925E-04;1.197E-03 -3.475E-04;8.746E-05 -1.735E-03;-4.597E-04 -3.891E-03;-1.112E-03 -5.806E-03;-1.806E-03 -5.248E-03;-1.565E-03 -2.190E-03;-3.901E-04 4.854E-04;3.245E-04 6.500E-04;-1.687E-04 -5.647E-04;-9.066E-04 -9.903E-04;-7.624E-04 -4.594E-04;1.213E-04 -2.593E-04;9.477E-04 -7.059E-04;1.255E-03 -8.352E-04;7.949E-04 -2.066E-04;-6.497E-04 2.535E-04;-2.692E-03 -3.489E-04;-4.149E-03 -1.162E-03;-3.946E-03 -5.078E-05
-1.218E-03 5.542E-03;1.734E-04 1.900E-03;1.898E-03 -9.077E-04;2.777E-03 -1.275E-03;3.116E-03 4.976E-04;3.249E-03 1.924E-03;2.373E-03 1.241E-03;3.257E-04 -5.520E-04;-1.195E-03 -1.723E-03;-9.969E-04 -2.279E-03;-4.886E-04 -2.838E-03;-1.496E-03 -2.640E-03;-3.268E-03 -6.978E-04;-3.674E-03 2.135E-03;-2.405E-03 4.063E-03;-1.026E-03 4.525E-03;-5.075E-04 4.043E-03;-4.197E-04 2.843E-03;-2.087E-04 1.112E-03;9.245E-05 -2.244E-04;1.837E-04 -4.223E-04;-2.820E-04 -6.087E-05;-1.344E-03 -1.462E-04;-2.149E-03 -6.540E-04;-1.574E-03 -8.050E-04;1.331E-04 -1.396E-04;1.390E-03 1.315E-03;1.445E-03 3.148E-03;1.314E-03 4.286E-03;2.073E-03 3.505E-03;3.454E-03 7.663E-04;4.703E-03 -2.739E-03;5.546E-03 -6.040E-03;5.722E-03 -8.901E-03;4.747E-03 -1.083E-02;2.785E-03 -1.094E-02;7.908E-04 -9.087E-03;-6.561E-04 -6.187E-03;-1.757E-03 -3.201E-03;-2.590E-03 -8.774E-04;-2.825E-03 -1.059E-04;-2.408E-03 -1.014E-03;-1.565E-03 -1.955E-03;-3.615E-04 -1.092E-03;7.679E-04 1.060E-03;7.071E-04 2.282E-03;-7.427E-04 1.698E-03;-1.769E-03 4.784E-04;-8.659E-04 -2.330E-04;5.524E-04 -2.016E-04;5.723E-05 8.942E-04;-1.945E-03 3.237E-03;-2.812E-03 5.577E-03;-1.763E-03 6.124E-03;-5.852E-04 4.884E-03;-1.962E-04 3.379E-03;6.323E-04 2.237E-03;2.501E-03 1.007E-03;3.916E-03 8.502E-05;3.594E-03 4.599E-04;2.240E-03 1.457E-03;1.115E-03 1.054E-03;4.075E-04 -1.167E-03;-2.726E-04 -3.395E-03
-1.354E-03 7.737E-03;9.271E-05 3.588E-03;1.861E-03 1.902E-04;2.664E-03 -9.269E-04;2.759E-03 2.232E-04;2.774E-03 1.563E-03;2.235E-03 1.307E-03;7.698E-04 -4.172E-05;-5.503E-04 -1.080E-03;-6.823E-04 -1.572E-03;-3.205E-04 -1.880E-03;-6.478E-04 -1.659E-03;-1.382E-03 -5.859E-04;-1.471E-03 5.426E-04;-8.527E-04 7.378E-04;-2.501E-04 4.780E-05;7.538E-05 -1.017E-03;2.903E-04 -2.282E-03;3.317E-04 -3.307E-03;6.063E-05 -3.131E-03;-5.138E-04 -1.634E-03;-1.537E-03 -1.974E-04;-2.987E-03 -9.201E-05;-3.866E-03 -9.497E-04;-2.946E-03 -1.449E-03;-6.381E-04 -7.421E-04;1.152E-03 1.175E-03;1.465E-03 3.561E-03;1.354E-03 5.017E-03;2.102E-03 4.379E-03;3.616E-03 1.858E-03;5.011E-03 -1.386E-03;5.698E-03 -4.635E-03;5.484E-03 -7.643E-03;4.505E-03 -9.636E-03;3.309E-03 -9.647E-03;2.241E-03 -7.786E-03;9.249E-04 -5.082E-03;-8.409E-04 -2.360E-03;-2.176E-03 -3.159E-04;-2.167E-03 7.692E-05;-1.230E-03 -1.191E-03;-2.871E-04 -2.202E-03;5.838E-04 -1.216E-03;1.316E-03 7.309E-04;8.248E-04 1.184E-03;-1.327E-03 -2.401E-04;-3.270E-03 -1.610E-03;-3.078E-03 -1.493E-03;-1.897E-03 -1.123E-06;-2.371E-03 2.574E-03;-4.480E-03 5.999E-03;-5.532E-03 8.985E-03;-4.173E-03 9.839E-03;-1.850E-03 8.413E-03;-1.332E-04 5.969E-03;1.101E-03 3.431E-03;2.335E-03 1.229E-03;3.233E-03 2.076E-04;3.384E-03 7.543E-04;2.875E-03 1.509E-03;1.898E-03 8.536E-04;8.117E-04 -7.650E-04;1.903E-04 -1.801E-03
-1.529E-03 8.277E-03;-1.621E-04 4.306E-03;1.410E-03 1.017E-03;2.061E-03 -4.232E-04;1.949E-03 4.151E-05;1.768E-03 9.728E-04;1.419E-03 1.037E-03;6.114E-04 3.894E-04;-1.514E-04 -1.966E-04;-3.145E-04 -5.299E-04;-1.402E-04 -6.115E-04;1.875E-05 -2.111E-04;4.090E-04 3.370E-04;1.114E-03 -3.052E-05;1.571E-03 -1.731E-03;1.501E-03 -3.941E-03;1.391E-03 -5.815E-03;1.497E-03 -7.165E-03;1.330E-03 -7.547E-03;5.346E-04 -6.150E-03;-6.851E-04 -3.298E-03;-2.185E-03 -8.574E-04;-3.828E-03 -2.886E-04;-4.712E-03 -1.105E-03;-3.773E-03 -1.713E-03;-1.469E-03 -1.029E-03;4.123E-04 9.254E-04;9.519E-04 3.177E-03;1.018E-03 4.353E-03;1.742E-03 3.812E-03;3.113E-03 2.199E-03;4.294E-03 3.397E-04;4.530E-03 -1.840E-03;3.700E-03 -4.424E-03;2.607E-03 -6.329E-03;2.337E-03 -6.324E-03;2.739E-03 -4.663E-03;2.306E-03 -2.521E-03;4.327E-04 -5.519E-04;-1.292E-03 8.063E-04;-1.223E-03 6.811E-04;6.693E-05 -9.116E-04;1.052E-03 -2.053E-03;1.517E-03 -1.154E-03;1.813E-03 4.995E-04;1.171E-03 3.718E-04;-1.070E-03 -1.713E-03;-3.496E-03 -3.460E-03;-4.214E-03 -3.107E-03;-3.801E-03 -7.504E-04;-4.390E-03 2.830E-03;-6.216E-03 6.768E-03;-7.225E-03 9.764E-03;-6.011E-03 1.075E-02;-3.270E-03 9.811E-03;-4.711E-04 7.548E-03;1.398E-03 4.334E-03;1.974E-03 1.182E-03;1.759E-03 -1.148E-04;1.838E-03 7.241E-04;2.369E-03 1.475E-03;2.241E-03 4.876E-04;1.144E-03 -7.861E-04;4.160E-04 -4.214E-04
-1.489E-03 6.784E-03;-3.348E-04 3.574E-03;7.754E-04 1.037E-03;1.095E-03 -1.241E-04;8.004E-04 -5.340E-05;4.757E-04 3.316E-04;2.109E-04 4.305E-04;-7.443E-05 4.451E-04;-1.943E-04 5.608E-04;-1.222E-04 6.134E-04;-3.550E-05 7.743E-04;3.661E-04 1.366E-03;1.592E-03 1.704E-03;3.190E-03 3.969E-04;3.975E-03 -2.766E-03;3.677E-03 -6.380E-03;3.188E-03 -9.090E-03;2.981E-03 -1.050E-02;2.481E-03 -1.033E-02;1.226E-03 -8.176E-03;-4.761E-04 -4.714E-03;-2.225E-03 -1.832E-03;-3.752E-03 -8.344E-04;-4.404E-03 -1.231E-03;-3.586E-03 -1.557E-03;-1.856E-03 -8.071E-04;-5.171E-04 9.017E-04;-1.696E-05 2.459E-03;3.576E-04 2.715E-03;1.223E-03 1.829E-03;2.333E-03 1.158E-03;2.946E-03 1.275E-03;2.397E-03 1.070E-03;7.549E-04 -3.154E-04;-6.339E-04 -1.792E-03;-1.798E-04 -1.805E-03;1.707E-03 -4.919E-04;2.638E-03 9.273E-04;1.422E-03 1.889E-03;-1.744E-04 2.258E-03;-6.060E-05 1.509E-03;1.288E-03 -2.387E-04;2.122E-03 -1.373E-03;2.126E-03 -7.367E-04;1.958E-03 3.687E-04;1.325E-03 -2.011E-04;-4.081E-04 -2.448E-03;-2.513E-03 -4.332E-03;-3.769E-03 -4.206E-03;-4.400E-03 -1.869E-03;-5.451E-03 1.947E-03;-6.798E-03 5.832E-03;-7.279E-03 8.216E-03;-6.245E-03 8.755E-03;-3.878E-03 8.342E-03;-8.262E-04 7.174E-03;1.516E-03 4.465E-03;1.682E-03 9.282E-04;2.237E-04 -8.068E-04;-4.080E-04 1.339E-04;7.536E-04 1.125E-03;1.786E-03 8.054E-05;1.214E-03 -1.084E-03;4.084E-04 2.445E-04
-9.219E-04 3.417E-03;-1.282E-04 1.380E-03;3.055E-04 3.115E-05;5.414E-05 -3.281E-04;-4.992E-04 -1.792E-04;-8.856E-04 -2.104E-04;-1.052E-03 -3.353E-04;-9.765E-04 3.990E-05;-5.908E-04 8.506E-04;-2.042E-04 1.499E-03;-7.908E-05 2.010E-03;3.918E-04 2.757E-03;1.983E-03 3.039E-03;4.148E-03 1.375E-03;5.430E-03 -2.458E-03;5.377E-03 -6.865E-03;4.829E-03 -1.010E-02;4.309E-03 -1.145E-02;3.378E-03 -1.077E-02;1.726E-03 -8.292E-03;-2.203E-04 -5.055E-03;-1.899E-03 -2.592E-03;-2.957E-03 -1.585E-03;-3.069E-03 -1.430E-03;-2.292E-03 -1.114E-03;-1.428E-03 -9.955E-05;-1.168E-03 1.275E-03;-1.136E-03 1.870E-03;-5.239E-04 8.421E-04;6.626E-04 -8.646E-04;1.617E-03 -1.104E-03;1.535E-03 7.469E-04;1.890E-06 2.802E-03;-2.545E-03 3.265E-03;-4.340E-03 2.740E-03;-3.539E-03 2.826E-03;-6.752E-04 3.691E-03;1.498E-03 4.354E-03;1.457E-03 4.325E-03;7.138E-04 3.633E-03;1.168E-03 2.214E-03;2.358E-03 5.103E-04;2.750E-03 -3.012E-04;2.214E-03 1.177E-04;1.586E-03 4.146E-04;9.675E-04 -6.626E-04;2.763E-05 -2.583E-03;-1.007E-03 -3.971E-03;-1.980E-03 -4.056E-03;-3.370E-03 -2.512E-03;-5.134E-03 5.955E-04;-6.137E-03 3.866E-03;-5.717E-03 5.297E-03;-4.490E-03 4.846E-03;-2.864E-03 4.416E-03;-5.527E-04 4.504E-03;1.581E-03 3.318E-03;1.495E-03 4.275E-04;-8.189E-04 -1.544E-03;-2.395E-03 -8.781E-04;-1.323E-03 2.916E-04;5.365E-04 -3.998E-04;8.101E-04 -1.374E-03;2.054E-04 2.437E-04
3.767E-04 -1.137E-03;6.619E-04 -1.834E-03;3.140E-04 -1.810E-03;-6.912E-04 -1.087E-03;-1.666E-03 -4.443E-04;-2.118E-03 -5.836E-04;-2.118E-03 -1.013E-03;-1.748E-03 -6.601E-04;-1.048E-03 5.536E-04;-4.483E-04 1.804E-03;-2.506E-04 2.776E-03;1.889E-04 3.679E-03;1.704E-03 3.938E-03;3.874E-03 2.311E-03;5.399E-03 -1.396E-03;5.778E-03 -5.727E-03;5.521E-03 -8.878E-03;4.897E-03 -9.870E-03;3.601E-03 -8.676E-03;1.658E-03 -6.154E-03;-2.845E-04 -3.771E-03;-1.569E-03 -2.535E-03;-1.854E-03 -2.154E-03;-1.169E-03 -1.666E-03;-2.362E-04 -5.863E-04;-1.776E-04 8.650E-04;-1.168E-03 1.972E-03;-1.955E-03 1.651E-03;-1.393E-03 -5.877E-04;9.775E-05 -3.261E-03;1.090E-03 -3.705E-03;4.972E-04 -1.049E-03;-1.908E-03 2.665E-03;-5.235E-03 5.076E-03;-7.382E-03 5.987E-03;-6.553E-03 6.485E-03;-3.473E-03 6.912E-03;-7.791E-04 6.836E-03;2.597E-04 6.010E-03;8.762E-04 4.454E-03;2.165E-03 2.442E-03;3.236E-03 9.168E-04;2.954E-03 7.644E-04;1.775E-03 1.268E-03;7.281E-04 7.230E-04;6.077E-05 -1.053E-03;-1.902E-04 -2.469E-03;1.265E-04 -2.702E-03;2.446E-04 -2.481E-03;-1.102E-03 -1.985E-03;-3.391E-03 -4.024E-04;-4.337E-03 1.681E-03;-3.062E-03 2.111E-03;-1.218E-03 5.600E-04;-1.116E-04 -5.348E-04;8.779E-04 1.625E-04;1.895E-03 7.323E-04;1.331E-03 -5.120E-04;-1.263E-03 -2.032E-03;-3.389E-03 -1.835E-03;-2.885E-03 -8.836E-04;-9.998E-04 -1.049E-03;-1.019E-04 -1.487E-03;-2.120E-04 -2.069E-07
2.314E-03 -5.815E-03;2.017E-03 -5.286E-03;9.272E-04 -3.962E-03;-8.490E-04 -2.154E-03;-2.379E-03 -8.253E-04;-3.006E-03 -7.710E-04;-2.840E-03 -1.402E-03;-2.174E-03 -1.339E-03;-1.268E-03 -1.529E-04;-5.994E-04 1.434E-03;-3.995E-04 2.828E-03;-7.599E-05 3.899E-03;1.061E-03 4.140E-03;2.702E-03 2.736E-03;3.962E-03 -3.085E-04;4.556E-03 -3.788E-03;4.693E-03 -6.149E-03;4.218E-03 -6.388E-03;2.805E-03 -4.595E-03;7.952E-04 -2.158E-03;-9.002E-04 -9.004E-04;-1.545E-03 -1.322E-03;-8.868E-04 -2.099E-03;6.926E-04 -1.729E-03;1.936E-03 -1.077E-04;1.486E-03 1.765E-03;-4.771E-04 2.711E-03;-2.095E-03 1.744E-03;-1.899E-03 -1.245E-03;-4.038E-04 -4.540E-03;6.646E-04 -5.499E-03;-6.956E-05 -3.143E-03;-2.869E-03 9.318E-04;-6.547E-03 4.597E-03;-8.772E-03 7.038E-03;-8.019E-03 8.321E-03;-5.385E-03 8.501E-03;-3.164E-03 7.760E-03;-1.784E-03 6.374E-03;1.019E-04 4.324E-03;2.577E-03 1.951E-03;3.806E-03 6.659E-04;2.854E-03 1.344E-03;9.876E-04 2.332E-03;-4.094E-04 1.257E-03;-1.155E-03 -1.287E-03;-1.053E-03 -2.375E-03;3.014E-04 -1.193E-03;1.802E-03 3.720E-06;1.385E-03 -1.615E-04;-7.309E-04 -4.087E-04;-1.702E-03 1.326E-05;-1.147E-05 -4.854E-04;2.488E-03 -2.750E-03;3.594E-03 -4.713E-03;3.422E-03 -4.372E-03;2.758E-03 -2.775E-03;1.187E-03 -2.042E-03;-1.368E-03 -2.245E-03;-3.268E-03 -2.230E-03;-3.184E-03 -1.918E-03;-2.005E-03 -1.813E-03;-1.212E-03 -1.440E-03;-8.605E-04 -5.726E-05
4.405E-03 -9.440E-03;3.618E-03 -8.071E-03;1.991E-03 -5.755E-03;-3.573E-04 -3.090E-03;-2.411E-03 -1.135E-03;-3.336E-03 -7.432E-04;-3.128E-03 -1.405E-03;-2.211E-03 -1.697E-03;-1.121E-03 -8.902E-04;-4.379E-04 6.065E-04;-3.100E-04 2.150E-03;-1.891E-04 3.300E-03;4.065E-04 3.532E-03;1.198E-03 2.425E-03;1.725E-03 2.678E-04;2.067E-03 -1.937E-03;2.341E-03 -3.011E-03;2.081E-03 -2.159E-03;8.553E-04 3.259E-04;-8.705E-04 2.669E-03;-2.058E-03 2.868E-03;-1.937E-03 8.742E-04;-3.548E-04 -1.186E-03;2.001E-03 -1.342E-03;3.542E-03 3.396E-04;2.901E-03 2.342E-03;5.476E-04 3.138E-03;-1.475E-03 1.865E-03;-1.732E-03 -1.220E-03;-6.686E-04 -4.417E-03;2.165E-04 -5.659E-03;-3.885E-04 -4.314E-03;-2.904E-03 -1.306E-03;-6.211E-03 2.296E-03;-8.020E-03 5.721E-03;-7.202E-03 7.944E-03;-5.329E-03 8.198E-03;-4.385E-03 6.983E-03;-3.695E-03 5.258E-03;-1.295E-03 3.105E-03;2.209E-03 7.085E-04;3.872E-03 -3.050E-04;2.538E-03 1.125E-03;1.200E-04 2.843E-03;-1.519E-03 1.779E-03;-2.298E-03 -1.264E-03;-2.160E-03 -2.316E-03;-4.565E-04 -3.394E-05;1.995E-03 2.459E-03;2.915E-03 2.383E-03;1.847E-03 7.024E-04;1.200E-03 -6.633E-04;2.820E-03 -2.042E-03;5.481E-03 -4.412E-03;6.880E-03 -6.802E-03;6.269E-03 -7.405E-03;4.141E-03 -6.034E-03;1.182E-03 -3.970E-03;-1.449E-03 -2.401E-03;-2.492E-03 -1.887E-03;-2.144E-03 -2.252E-03;-1.820E-03 -2.380E-03;-1.930E-03 -1.312E-03;-1.606E-03 2.308E-04
5.864E-03 -1.106E-02;4.875E-03 -9.391E-03;3.076E-03 -6.589E-03;5.511E-04 -3.455E-03;-1.766E-03 -1.114E-03;-2.979E-03 -4.310E-04;-2.903E-03 -1.016E-03;-1.913E-03 -1.578E-03;-6.891E-04 -1.280E-03;5.717E-05 -2.396E-04;1.494E-04 1.029E-03;4.063E-05 1.991E-03;4.288E-05 2.157E-03;-8.754E-05 1.386E-03;-4.948E-04 1.437E-04;-8.162E-04 -7.522E-04;-8.778E-04 -4.565E-04;-1.156E-03 1.562E-03;-2.039E-03 4.729E-03;-3.110E-03 7.000E-03;-3.508E-03 6.415E-03;-2.590E-03 3.358E-03;-2.918E-04 3.999E-04;2.513E-03 -3.665E-04;4.127E-03 8.866E-04;3.450E-03 2.520E-03;1.308E-03 2.999E-03;-4.103E-04 1.671E-03;-8.226E-04 -8.988E-04;-4.812E-04 -3.187E-03;-2.476E-04 -4.067E-03;-7.753E-04 -3.748E-03;-2.453E-03 -2.707E-03;-4.575E-03 -5.584E-04;-5.328E-03 2.758E-03;-4.117E-03 5.597E-03;-2.939E-03 6.169E-03;-3.559E-03 4.805E-03;-4.350E-03 2.978E-03;-2.521E-03 1.023E-03;1.243E-03 -1.068E-03;3.281E-03 -1.772E-03;1.978E-03 1.318E-04;-6.128E-04 2.497E-03;-2.304E-03 1.931E-03;-3.015E-03 -1.022E-03;-2.977E-03 -2.115E-03;-1.580E-03 5.822E-04;9.037E-04 4.033E-03;2.779E-03 4.622E-03;3.250E-03 2.420E-03;3.560E-03 -3.059E-04;4.967E-03 -2.487E-03;7.042E-03 -4.504E-03;8.460E-03 -6.501E-03;8.118E-03 -7.858E-03;5.475E-03 -7.703E-03;1.384E-03 -5.635E-03;-1.606E-03 -2.686E-03;-1.710E-03 -1.075E-03;-3.958E-04 -1.640E-03;-3.977E-04 -2.321E-03;-1.717E-03 -1.063E-03;-2.107E-03 7.453E-04
5.882E-03 -1.026E-02;5.086E-03 -8.789E-03;3.598E-03 -6.098E-03;1.410E-03 -2.986E-03;-7.229E-04 -5.849E-04;-1.999E-03 2.262E-04;-2.135E-03 -2.826E-04;-1.331E-03 -9.988E-04;-1.595E-04 -1.128E-03;6.821E-04 -6.715E-04;8.934E-04 -3.669E-05;6.686E-04 3.488E-04;1.453E-04 2.469E-04;-7.896E-04 -2.047E-04;-2.017E-03 -5.705E-04;-3.102E-03 -3.551E-04;-3.882E-03 1.002E-03;-4.590E-03 3.876E-03;-5.248E-03 7.489E-03;-5.465E-03 9.642E-03;-4.839E-03 8.592E-03;-3.150E-03 5.172E-03;-4.638E-04 2.065E-03;2.321E-03 1.030E-03;3.629E-03 1.634E-03;2.843E-03 2.414E-03;1.271E-03 2.265E-03;5.251E-04 9.505E-04;5.340E-04 -7.221E-04;2.417E-04 -1.512E-03;-5.572E-04 -1.323E-03;-1.368E-03 -1.461E-03;-2.079E-03 -2.396E-03;-2.441E-03 -2.501E-03;-1.546E-03 -4.800E-04;4.496E-04 2.161E-03;1.256E-03 2.968E-03;-6.495E-04 1.795E-03;-3.076E-03 1.775E-04;-2.668E-03 -1.362E-03;2.513E-04 -2.935E-03;2.113E-03 -3.295E-03;1.082E-03 -1.266E-03;-1.157E-03 1.349E-03;-2.590E-03 1.434E-03;-3.110E-03 -7.737E-04;-3.122E-03 -1.619E-03;-2.336E-03 8.736E-04;-7.039E-04 4.402E-03;1.136E-03 5.616E-03;2.855E-03 3.807E-03;4.571E-03 6.421E-04;6.059E-03 -2.053E-03;7.046E-03 -3.571E-03;7.761E-03 -4.499E-03;7.842E-03 -5.798E-03;5.806E-03 -6.987E-03;1.583E-03 -6.148E-03;-1.729E-03 -2.977E-03;-1.306E-03 -2.849E-04;1.143E-03 -3.653E-04;1.597E-03 -1.420E-03;-4.903E-04 -5.114E-04;-1.966E-03 1.294E-03
4.013E-03 -7.282E-03;3.718E-03 -6.302E-03;3.016E-03 -4.251E-03;1.686E-03 -1.680E-03;2.481E-04 4.266E-04;-6.928E-04 1.183E-03;-9.165E-04 6.957E-04;-4.909E-04 -1.035E-04;3.267E-04 -4.853E-04;1.142E-03 -4.822E-04;1.615E-03 -5.736E-04;1.523E-03 -1.074E-03;6.967E-04 -1.756E-03;-7.972E-04 -2.041E-03;-2.521E-03 -1.608E-03;-4.109E-03 -5.101E-04;-5.632E-03 1.426E-03;-7.073E-03 4.544E-03;-7.822E-03 8.091E-03;-7.286E-03 9.926E-03;-5.599E-03 8.643E-03;-3.220E-03 5.493E-03;-4.898E-04 3.047E-03;1.787E-03 2.366E-03;2.370E-03 2.496E-03;1.245E-03 2.213E-03;2.586E-04 1.153E-03;7.964E-04 -2.571E-04;1.770E-03 -9.660E-04;1.298E-03 -7.815E-05;-5.229E-04 1.584E-03;-2.010E-03 1.727E-03;-2.103E-03 -4.168E-04;-6.831E-04 -2.601E-03;2.130E-03 -2.542E-03;5.191E-03 -1.072E-03;6.009E-03 -5.392E-04;3.446E-03 -1.390E-03;-7.517E-05 -2.452E-03;-1.244E-03 -3.368E-03;-6.078E-05 -4.328E-03;7.546E-04 -4.354E-03;-1.528E-04 -2.501E-03;-1.610E-03 -1.765E-04;-2.396E-03 3.022E-04;-2.591E-03 -7.888E-04;-2.532E-03 -8.742E-04;-2.248E-03 1.213E-03;-1.846E-03 3.875E-03;-1.068E-03 5.029E-03;8.921E-04 3.995E-03;3.821E-03 1.410E-03;5.819E-03 -1.201E-03;5.791E-03 -2.258E-03;5.149E-03 -1.960E-03;5.148E-03 -2.356E-03;4.319E-03 -4.139E-03;1.259E-03 -4.932E-03;-1.717E-03 -2.821E-03;-1.215E-03 1.611E-04;1.842E-03 9.076E-04;3.154E-03 6.169E-05;1.212E-03 4.671E-04;-1.045E-03 1.797E-03
4.633E-04 -2.986E-03;7.064E-04 -2.495E-03;1.074E-03 -1.374E-03;9.928E-04 2.214E-04;6.720E-04 1.682E-03;4.877E-04 2.226E-03;4.825E-04 1.737E-03;5.523E-04 9.031E-04;7.539E-04 4.179E-04;1.251E-03 2.222E-04;1.943E-03 -3.805E-04;2.227E-03 -1.780E-03;1.454E-03 -3.290E-03;-2.466E-04 -3.702E-03;-2.073E-03 -2.661E-03;-3.702E-03 -8.620E-04;-5.588E-03 1.265E-03;-7.688E-03 3.976E-03;-8.786E-03 6.783E-03;-7.864E-03 7.923E-03;-5.387E-03 6.471E-03;-2.525E-03 3.997E-03;-3.726E-05 2.783E-03;1.365E-03 3.044E-03;9.046E-04 3.161E-03;-7.983E-04 2.023E-03;-1.445E-03 1.644E-05;2.089E-04 -1.650E-03;2.319E-03 -1.616E-03;2.215E-03 6.883E-04;-1.438E-04 3.734E-03;-2.371E-03 4.618E-03;-2.415E-03 2.318E-03;1.867E-04 -9.143E-04;4.615E-03 -2.573E-03;8.719E-03 -2.877E-03;9.802E-03 -3.358E-03;7.250E-03 -4.122E-03;3.582E-03 -4.413E-03;1.463E-03 -4.471E-03;7.221E-04 -4.763E-03;-2.351E-04 -4.512E-03;-1.513E-03 -3.034E-03;-2.097E-03 -1.459E-03;-1.920E-03 -1.104E-03;-1.660E-03 -1.185E-03;-1.437E-03 -1.289E-04;-1.325E-03 1.800E-03;-1.889E-03 3.105E-03;-2.640E-03 3.291E-03;-1.612E-03 2.693E-03;1.614E-03 1.277E-03;4.206E-03 -5.155E-04;3.712E-03 -1.078E-03;1.637E-03 1.100E-04;8.152E-04 9.283E-04;9.343E-04 -4.013E-04;-1.062E-04 -2.201E-03;-1.695E-03 -1.775E-03;-1.113E-03 3.552E-04;1.701E-03 1.569E-03;3.529E-03 1.450E-03;2.482E-03 1.700E-03;3.312E-04 2.282E-03
-3.871E-03 1.440E-03;-3.368E-03 1.679E-03;-2.007E-03 1.912E-03;-7.255E-04 2.319E-03;2.744E-04 2.835E-03;1.119E-03 3.012E-03;1.666E-03 2.558E-03;1.629E-03 1.787E-03;1.180E-03 1.298E-03;1.051E-03 1.112E-03;1.676E-03 3.694E-04;2.370E-03 -1.584E-03;2.000E-03 -3.879E-03;5.244E-04 -4.709E-03;-1.023E-03 -3.420E-03;-2.249E-03 -1.131E-03;-3.917E-03 1.015E-03;-6.180E-03 2.935E-03;-7.555E-03 4.423E-03;-6.650E-03 4.415E-03;-3.943E-03 2.681E-03;-1.010E-03 1.009E-03;1.001E-03 1.203E-03;1.381E-03 2.663E-03;-2.108E-04 3.216E-03;-2.594E-03 1.766E-03;-3.206E-03 -8.356E-04;-9.656E-04 -2.781E-03;1.930E-03 -2.381E-03;2.465E-03 7.487E-04;3.008E-04 4.634E-03;-2.217E-03 6.208E-03;-2.578E-03 4.525E-03;2.509E-04 1.576E-03;5.382E-03 -7.306E-04;1.005E-02 -2.631E-03;1.138E-02 -4.657E-03;9.291E-03 -5.867E-03;6.398E-03 -5.490E-03;4.411E-03 -4.530E-03;2.394E-03 -4.059E-03;-4.416E-04 -3.561E-03;-2.597E-03 -2.546E-03;-2.606E-03 -1.957E-03;-1.421E-03 -2.225E-03;-6.301E-04 -1.800E-03;-2.299E-04 3.511E-04;1.097E-05 2.516E-03;-8.563E-04 2.632E-03;-2.800E-03 1.319E-03;-3.363E-03 3.952E-04;-1.050E-03 4.151E-06;1.608E-03 -4.955E-04;1.206E-03 -3.563E-04;-1.680E-03 1.240E-03;-3.661E-03 2.897E-03;-3.441E-03 2.639E-03;-2.567E-03 1.005E-03;-1.960E-03 1.588E-04;-7.769E-04 6.797E-04;1.221E-03 1.465E-03;2.683E-03 2.043E-03;2.583E-03 2.674E-03;1.469E-03 2.703E-03
