name;category;facets;bbx;bby;bbz
Northrop_Grumman_RQ-4_Global_Hawk_10000;;10000.0;13.499958038330078;47.948341369628906;3.8799238204956055
Lockheed_U-2_10000;;10001.0;19.1999740600586;31.58058738708496;4.890320777893066
Lockheed_P-3_Orion_10000;;10000.0;35.60025405883789;29.40129852294922;9.152139663696287
Kamov_Ka-52_10000;;10002.0;15.998148918151855;11.695558547973633;5.128363609313965
HAL_Prachand_20000;;20004.0;15.798527717590332;10.400911331176758;4.800204753875732
Grumman_F7F_Tigercat_10000;;10000.0;12.246501922607422;13.8184814453125;5.105611801147461
Fairchild_A-10_Warthog_10000;;10000.0;16.25893783569336;17.18474578857422;4.635630130767822
Embraer_Phenom_100_20000;;20001.0;12.820904731750488;12.188438415527344;4.4904303550720215
Embraer_C-390_Millennium_10000;;10000.0;35.218467712402344;35.048316955566406;11.687501907348633
Consolidated_PBY_Catalina_10000;;10003.0;19.766281127929688;31.699920654296875;5.92367696762085
Boeing_787_10000;;10003.0;57.1064682006836;60.10026550292969;17.27357292175293
Bell_V-280_Valor_10000;;9999.0;20.335872650146484;24.92605209350586;4.9620361328125
Bell-Boeing_V-22_Osprey_10000;;10000.0;17.492578506469727;16.37833023071289;6.737817287445068
Bell_AH-1Z_Viper_20000;;20000.0;15.021543502807615;17.805824279785156;4.154478073120117
Bayraktar_TB2_10000;;10001.0;6.500059127807617;10.41895580291748;2.0932931900024414
Bayraktar_Akinci_10000;;9999.0;12.199726104736328;16.668750762939453;2.892119884490967
Avenger-716_UAV_10000;;10003.0;15.747617721557615;20.0998649597168;4.895106315612793
tank;;2030.0;9.278278350830078;3.272036075592041;3.088963031768799
